time: Fri Aug  2 16:51:43 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 28.20 %
time: Mon Aug  5 16:29:19 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 10.01 %
time: Mon Aug  5 16:29:20 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 8.986 %
time: Mon Aug  5 16:29:21 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 8.986 %
time: Mon Aug  5 16:29:22 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.806 %
time: Mon Aug  5 16:29:23 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.978 %
time: Mon Aug  5 16:29:23 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.149 %
time: Mon Aug  5 16:29:24 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.234 %
time: Mon Aug  5 16:29:25 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.319 %
time: Mon Aug  5 16:29:26 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.343 %
time: Mon Aug  5 16:29:27 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 0.343 %
time: Mon Aug  5 16:29:27 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.403 %
time: Mon Aug  5 16:29:28 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.252 %
time: Mon Aug  5 16:29:29 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 8.101 %
time: Mon Aug  5 16:29:30 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 11.50 %
time: Mon Aug  5 16:29:31 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 9.078 %
time: Mon Aug  5 16:29:32 2019 | channel: НТВ | channel_confidence: 40 % | content_confidence: 3.257 %
time: Mon Aug  5 16:29:32 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 56.31 %
time: Mon Aug  5 16:29:33 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 28.20 %
time: Mon Aug  5 16:29:34 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.091 %
time: Mon Aug  5 16:29:35 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.688 %
time: Mon Aug  5 16:29:36 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.285 %
time: Mon Aug  5 16:29:36 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 6.457 %
time: Mon Aug  5 16:29:37 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 5.890 %
time: Mon Aug  5 16:33:52 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.462 %
time: Mon Aug  5 16:33:53 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.462 %
time: Mon Aug  5 16:33:54 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 59.90 %
time: Mon Aug  5 16:33:55 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 59.90 %
time: Mon Aug  5 16:33:56 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.109 %
time: Mon Aug  5 16:33:56 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.343 %
time: Mon Aug  5 16:33:57 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.578 %
time: Mon Aug  5 16:33:58 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.213 %
time: Mon Aug  5 16:33:59 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.465 %
time: Mon Aug  5 16:34:00 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.716 %
time: Mon Aug  5 16:34:00 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.728 %
time: Mon Aug  5 16:34:01 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.740 %
time: Mon Aug  5 16:34:02 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.929 %
time: Mon Aug  5 16:34:03 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.119 %
time: Mon Aug  5 16:34:04 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 24.21 %
time: Mon Aug  5 16:34:04 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 21.22 %
time: Mon Aug  5 16:34:05 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 18.24 %
time: Mon Aug  5 16:34:06 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 9.515 %
time: Mon Aug  5 16:34:07 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.782 %
time: Mon Aug  5 16:34:08 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.038 %
time: Mon Aug  5 16:34:08 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 3.295 %
time: Mon Aug  5 16:34:09 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.837 %
time: Mon Aug  5 16:34:10 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 3.136 %
time: Mon Aug  5 16:34:11 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.435 %
time: Mon Aug  5 16:34:12 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 5.724 %
time: Mon Aug  5 16:34:12 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 10.01 %
time: Mon Aug  5 16:34:13 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 8.986 %
time: Mon Aug  5 16:34:14 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 7.805 %
time: Mon Aug  5 16:34:15 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 6.625 %
time: Mon Aug  5 16:34:16 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.387 %
time: Mon Aug  5 16:34:16 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.149 %
time: Mon Aug  5 16:55:07 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.319 %
time: Mon Aug  5 16:55:07 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.319 %
time: Mon Aug  5 16:55:08 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 59.90 %
time: Mon Aug  5 16:55:09 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 59.90 %
time: Mon Aug  5 16:55:10 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.109 %
time: Mon Aug  5 16:55:11 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.343 %
time: Mon Aug  5 16:55:11 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.578 %
time: Mon Aug  5 16:55:12 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.213 %
time: Mon Aug  5 16:55:13 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.465 %
time: Mon Aug  5 16:55:14 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.716 %
time: Mon Aug  5 16:58:41 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.154 %
time: Mon Aug  5 16:58:41 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.154 %
time: Mon Aug  5 16:58:42 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 59.90 %
time: Mon Aug  5 16:58:43 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 59.90 %
time: Mon Aug  5 16:58:44 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.109 %
time: Mon Aug  5 16:58:45 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.343 %
time: Mon Aug  5 16:58:45 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.578 %
time: Mon Aug  5 17:03:08 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.349 %
time: Mon Aug  5 17:03:09 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.349 %
time: Mon Aug  5 17:03:10 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 59.90 %
time: Mon Aug  5 17:03:10 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 59.90 %
time: Mon Aug  5 17:03:11 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.109 %
time: Mon Aug  5 17:03:12 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.343 %
time: Mon Aug  5 17:03:13 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.578 %
time: Mon Aug  5 17:03:14 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.213 %
time: Mon Aug  5 17:04:06 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.716 %
time: Mon Aug  5 17:04:07 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.716 %
time: Mon Aug  5 17:04:07 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 59.90 %
time: Mon Aug  5 17:04:08 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 59.90 %
time: Mon Aug  5 17:04:20 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 3.236 %
time: Mon Aug  5 17:04:21 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 3.236 %
time: Mon Aug  5 17:04:21 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 59.90 %
time: Mon Aug  5 17:04:22 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 59.90 %
time: Mon Aug  5 17:04:23 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.109 %
time: Mon Aug  5 17:04:24 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.343 %
time: Mon Aug  5 17:04:25 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.578 %
time: Mon Aug  5 17:04:25 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.213 %
time: Mon Aug  5 17:04:26 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.465 %
time: Mon Aug  5 17:04:27 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.716 %
time: Mon Aug  5 17:04:28 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.728 %
time: Mon Aug  5 17:04:29 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.740 %
time: Mon Aug  5 17:04:29 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.929 %
time: Mon Aug  5 17:04:30 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.119 %
time: Mon Aug  5 17:04:31 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 24.21 %
time: Mon Aug  5 17:04:32 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 21.22 %
time: Mon Aug  5 17:04:33 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 18.24 %
time: Mon Aug  5 17:04:33 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 9.515 %
time: Mon Aug  5 17:04:34 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 0.782 %
time: Mon Aug  5 17:04:35 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.038 %
time: Mon Aug  5 17:04:36 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 3.295 %
time: Mon Aug  5 17:04:37 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.837 %
time: Mon Aug  5 17:04:37 2019 | channel: Неизвестно | channel_confidence: 40 % | content_confidence: 3.136 %
time: Mon Aug  5 17:04:38 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 1.435 %
time: Mon Aug  5 17:04:39 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 5.724 %
time: Mon Aug  5 17:04:40 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 10.01 %
time: Mon Aug  5 17:04:41 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 8.986 %
time: Mon Aug  5 17:04:41 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 7.805 %
time: Mon Aug  5 17:04:42 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 6.625 %
time: Mon Aug  5 17:04:43 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 4.387 %
time: Mon Aug  5 17:04:44 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.149 %
time: Mon Aug  5 17:04:45 2019 | channel: Первый канал | channel_confidence: 40 % | content_confidence: 2.179 %
